ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
221,*/məse̯ˈawə/,/məse̯ˈa/,2,0.4,1.0192307692307692,7,5
222,*/nˈare/,/nˈərj/,2,0.5,0.21153846153846154,4,4
223,*/nˈa?1j̊/,/nˈərj/,3,0.75,0.17307692307692307,4,4
224,*/nˈas/,/nˈas/,0,0.0,0.0,3,3
225,*/pərˈat/,/pərˈat͡s/,1,0.2,0.07692307692307693,5,5
226,*/rˈostrw̍/,/rˈost/,2,0.5,1.1346153846153846,6,4
227,*/t͡sˈastə/,/t͡se̯ˈastə/,1,0.16666666666666666,0.4807692307692308,5,6
228,*/t͡ʃe?1ˈit͡ʃe/,/t͡ʃerbˈit͡ʃe/,2,0.2857142857142857,0.6153846153846154,6,7
229,*/ˈanmə/,/ˈinimə/,2,0.4,0.75,4,5
230,*/kətˈinə/,/kətˈinə/,0,0.0,0.0,6,6
231,*/kˈolʒ/,/kˈoj/,2,0.6666666666666666,0.8461538461538461,4,3
232,*/ko̯ˈastə/,/ko̯ˈastə/,0,0.0,0.0,6,6
233,*/kˈur/,/kˈur/,0,0.0,0.0,3,3
234,*/fəkˈat/,/fikˈat/,1,0.2,0.09615384615384616,5,5
235,*/ˈumər/,/ˈumər/,0,0.0,0.0,4,4
236,*/mˈazə/,/mˈat͡s/,2,0.6666666666666666,0.5961538461538461,4,3
237,*/mɨnutˈald͡ʒə/,/məruntˈaje/,6,0.6666666666666666,1.4038461538461537,9,9
238,*/mˈuskur/,/mˈuʃkj/,3,0.6,1.0384615384615385,6,5
239,*/pˈaʃt͡ʃe/,/pˈeʃte/,2,0.4,0.23076923076923078,5,5
240,*/rˈɨnə/,/rˈɨnə/,0,0.0,0.0,4,4
241,*/rɨnˈekur/,/rinˈikj/,4,0.6666666666666666,1.0,7,6
242,*/rɨnˈunkur/,/rərˈunkj/,4,0.5714285714285714,1.0192307692307692,8,7
243,*/sˈin/,/sˈɨn/,1,0.3333333333333333,0.038461538461538464,3,3
244,*/spɨnˈare/,/spinˈare/,1,0.14285714285714285,0.038461538461538464,7,7
245,*/splˈinə/,/splˈinə/,0,0.0,0.0,6,6
246,*/suɡˈarə/,/suo̯ˈarə/,1,0.16666666666666666,0.2692307692307692,6,6
247,*/te̯ˈazə/,/t͡sˈɨt͡sə/,4,1.0,0.7307692307692307,5,4
248,*/trˈunkur/,/trˈunkj/,2,0.3333333333333333,0.9230769230769231,7,6
249,*/umbe?1ˈik/,/burˈik/,4,0.8,1.4038461538461537,7,5
250,*/inˈin/,/venˈin/,2,0.4,0.6923076923076923,4,5
251,*/ˈintre/,/vˈintre/,1,0.16666666666666666,0.6923076923076923,5,6
252,*/ˈarm/,/ˈarm/,0,0.0,0.0,3,3
253,*/brˈakʒ/,/brˈat͡s/,2,0.5,0.9038461538461539,5,4
254,*/kəlkˈanʒ/,/kəlkˈɨj/,3,0.5,0.9230769230769231,7,6
255,*/kˈuet/,/kˈot/,2,0.6666666666666666,0.7115384615384616,4,3
256,*/dˈed͡ʒet/,/dˈed͡ʒet/,0,0.0,0.0,5,5
257,*/derˈept/,/drˈept/,1,0.2,0.6346153846153846,6,5
258,*/d͡ʒinˈukur/,/d͡ʒenˈunkj/,4,0.5714285714285714,0.9615384615384616,7,7
259,*/mˈɨn/,/mˈɨnə/,1,0.25,0.46153846153846156,3,4
260,*/mˈɨnə/,/mˈɨnə/,0,0.0,0.0,4,4
261,*/pˈalmə/,/pˈalmə/,0,0.0,0.0,5,5
262,*/pəʒˈor/,/pit͡ʃˈor/,2,0.4,0.19230769230769232,5,5
263,*/pˈulpə/,/pˈulpə/,0,0.0,0.0,5,5
264,*/ˈunɡurə/,/ˈunɡje/,3,0.6,0.8846153846153846,6,5
265,*/kˈarne/,/kˈarne/,0,0.0,0.0,5,5
266,*/mədˈuvə/,/mədˈuvə/,0,0.0,0.0,6,6
267,*/ˈos/,/ˈos/,0,0.0,0.0,2,2
268,*/pjˈele/,/pjˈele/,0,0.0,0.0,5,5
269,*/azj̊/,/awzˈi/,2,0.5,0.8076923076923077,3,4
270,*/askultˈa/,/askultˈa/,0,0.0,0.0,7,7
271,*/t͡ʃerkˈa/,/t͡ʃerkˈa/,0,0.0,0.0,5,5
272,*/ɡustˈa/,/ɡustˈa/,0,0.0,0.0,5,5
273,*/ɡˈust/,/ɡˈust/,0,0.0,0.0,4,4
274,*/sint͡sj̊/,/simt͡sˈi/,2,0.4,0.21153846153846154,5,5
275,*/edˈe/,/vede̯ˈa/,3,0.6,1.0961538461538463,3,5
276,*/sternutˈa/,/strənutˈa/,2,0.25,0.4807692307692308,8,8
277,*/suflˈa/,/suflˈa/,0,0.0,0.0,5,5
278,*/asudˈa/,/asudˈa/,0,0.0,0.0,5,5
279,*/kəkˈa/,/kəkˈa/,0,0.0,0.0,4,4
280,*/fˈəme/,/fo̯ˈame/,2,0.4,0.6538461538461539,4,5
281,*/inɡjut͡sj̊/,/ɨnɡit͡sˈi/,4,0.6666666666666666,0.7692307692307693,7,6
282,*/intˈind͡ʒe/,/ɨntˈind͡ʒe/,1,0.14285714285714285,0.038461538461538464,7,7
283,*/lˈaprimə/,/lˈakrimə/,1,0.14285714285714285,0.15384615384615385,7,7
284,*/mˈuk/,/mˈuk/,0,0.0,0.0,3,3
285,*/sətˈul/,/sətˈul/,0,0.0,0.0,5,5
286,*/səturˈa/,/səturˈa/,0,0.0,0.0,6,6
287,*/surbˈe/,/sorbˈi/,2,0.4,0.07692307692307693,5,5
288,*/sudo̯ˈare/,/sudo̯ˈare/,0,0.0,0.0,7,7
289,*/sˈud͡ʒe/,/sˈud͡ʒe/,0,0.0,0.0,4,4
290,*/kustˈa/,/kustˈa/,0,0.0,0.0,5,5
291,*/fɨstˈurə/,/fəptˈurə/,2,0.2857142857142857,0.25,7,7
292,*/fjˈe/,/fˈi/,2,1.0,0.4807692307692308,3,2
293,*/ləpədˈa/,/ləpədˈa/,0,0.0,0.0,6,6
294,*/nˈaʃt͡ʃe/,/nˈaʃte/,1,0.2,0.19230769230769232,5,5
295,*/ˈe/,/vˈiw/,3,1.0,1.3461538461538463,1,3
296,*/ˈie/,/vˈije/,2,0.5,0.8846153846153846,2,4
297,*/kɨsteɡˈa/,/kɨʃtiɡˈa/,2,0.2857142857142857,0.15384615384615385,7,7
298,*/krˈeʃt͡ʃe/,/krˈeʃte/,1,0.16666666666666666,0.19230769230769232,6,6
299,*/durmj̊/,/dormˈi/,2,0.4,0.15384615384615385,5,5
300,*/durmətˈa/,/dormitˈa/,2,0.2857142857142857,0.1346153846153846,7,7
301,*/mɨnˈe/,/mɨne̯ˈa/,2,0.4,0.38461538461538464,4,5
302,*/mɨnekˈa/,/mɨnekˈa/,0,0.0,0.0,6,6
303,*/rəpəsˈa/,/rəposˈa/,1,0.16666666666666666,0.1346153846153846,6,6
304,*/sˈomn/,/sˈomn/,0,0.0,0.0,4,4
305,*/ed͡ʒerˈa/,/veɡe̯ˈa/,4,0.8,1.1923076923076923,5,5
306,*/ˈis/,/vˈis/,1,0.3333333333333333,0.6923076923076923,2,3
307,*/skəldˈa/,/skəldˈa/,0,0.0,0.0,6,6
308,*/ləˈa/,/lˈa/,1,0.5,0.4230769230769231,3,2
309,*/pəɡˈɨn/,/pəɡˈɨn/,0,0.0,0.0,5,5
310,*/pstinˈa/,/pjeptənˈa/,4,0.5,1.25,6,8
311,*/spurkˈa/,/spurkˈa/,0,0.0,0.0,6,6
312,*/blˈand/,/blˈɨnd/,1,0.2,0.11538461538461539,5,5
313,*/blɨndˈeze/,/blɨndˈet͡se/,1,0.125,0.09615384615384616,8,8
314,*/kumetˈe/,/kumetˈa/,1,0.16666666666666666,0.038461538461538464,6,6
315,*/kˈompət/,/kˈumpət/,1,0.16666666666666666,0.038461538461538464,6,6
316,*/kutezˈa/,/kutezˈa/,0,0.0,0.0,6,6
317,*/durˈe/,/dure̯ˈa/,2,0.4,0.34615384615384615,4,5
318,*/dˈor/,/dˈor/,0,0.0,0.0,3,3
319,*/fe?1ˈit͡ʃe/,/ferˈit͡ʃe/,1,0.16666666666666666,0.038461538461538464,6,6
320,*/indurˈa/,/ɨndurˈa/,1,0.16666666666666666,0.038461538461538464,6,6
321,*/interətˈa/,/ɨntərɨtˈa/,3,0.375,0.15384615384615385,8,8
322,*/inetˈa/,/ɨnvitˈa/,3,0.5,0.6538461538461539,5,6
323,*/mˈar/,/mˈar/,0,0.0,0.0,3,3
324,*/mˈand͡ʒə/,/mɨnˈije/,4,0.6666666666666666,0.8076923076923077,5,6
325,*/mərˈa/,/mirˈa/,1,0.25,0.09615384615384616,4,4
326,*/meserˈere/,/meserˈere/,0,0.0,0.0,8,8
327,*/mustrˈa/,/mustrˈa/,0,0.0,0.0,6,6
